序号,转换后JH,JX,dy➗dx
6605,B64-X71,36.26,0.004835924
6606,B64-X71,38.02,0.061646235
6607,B64-X71,37.93,-0.003128259
6608,B64-X71,37.84,-0.003141361
6609,B64-X71,37.95,0.003816794
6610,B64-X71,38.07,0.004225352
6611,B64-X71,38.15,0.002786486
6612,B64-X71,38.22,0.002454418
6613,B64-X71,38.33,0.003818119
6614,B64-X71,38.09,-0.008313128
6615,B64-X71,37.67,-0.014618865
6616,B64-X71,37.86,0.006629449
6617,B64-X71,37.93,0.002356109
6618,B64-X71,38.16,0.007966747
6619,B64-X71,38.33,0.005952381
6620,B64-X71,38.25,-0.002793296
6621,B64-X71,37.98,-0.009394572
6622,B64-X71,38.2,0.007665505
6623,B64-X71,38.62,0.014649459
6624,B64-X71,39.03,0.014206514
6625,B64-X71,39.78,0.026168876
6626,B64-X71,39.87,0.003140265
6627,B64-X71,39.89,0.000696136
6628,B64-X71,39.91,0.000696864
6629,B64-X71,40.17,0.009119607
6630,B64-X71,40.79,0.021587744
6631,B64-X71,41.11,0.011072664
6632,B64-X71,41.4,0.010111576
6633,B64-X71,42.02,0.021632938
6634,B64-X71,42.15,0.004523312
6635,B64-X71,42.17,0.000696621
6636,B64-X71,42.19,0.000692281
6637,B64-X71,42.48,0.010034602
6638,B64-X71,42.47,-0.000348554
6639,B64-X71,42.46,-0.000347102
6640,B64-X71,42.5,0.001398113
6641,B64-X71,42.5,0
6642,B64-X71,41.86,-0.022551092
6643,B64-X71,41.28,-0.02020202
6644,B64-X71,41.4,0.004166667
6645,B64-X71,41.22,-0.006358177
6646,B64-X71,40.91,-0.010869565
6647,B64-X71,40.86,-0.001725328
6648,B64-X71,41.08,0.007657501
6649,B64-X71,41.26,0.006306938
6650,B64-X71,41.48,0.007751938
6651,B64-X71,41.66,0.006273963
6652,B64-X71,41.35,-0.010693343
6653,B64-X71,41.39,0.00137836
6654,B64-X71,41.79,0.013932428
6655,B64-X71,42.27,0.016666667
6656,B64-X71,41.39,-0.030779993
6657,B64-X71,40.43,-0.033356498
6658,B64-X71,41,0.019702731
6659,B64-X71,40.95,-0.001736111
6660,B64-X71,41.22,0.009401114
6661,B64-X71,41.52,0.010452962
6662,B64-X71,41.84,0.029304029
6663,B64-X71,42.36,0.029328821
6664,B64-X71,42.75,0.013579387
6665,B64-X71,43.37,0.021708683
6666,B64-X71,43.79,0.014558059
6667,B64-X71,44.16,0.021586931
6668,B64-X71,44.16,0
6669,B64-X72,0,
6670,B64-X72,0.33,0.011073826
6671,B64-X72,0.62,0.010013812
6672,B64-X72,0.56,-0.002187386
6673,B64-X72,0.49,-0.002512563
6674,B64-X72,0.44,-0.001781261
6675,B64-X72,1.93,0.053252323
6676,B64-X72,4.31,0.085488506
6677,B64-X72,8,0.13150392
6678,B64-X72,9.41,0.14476386
6679,B64-X72,10.85,0.152380952
6680,B64-X72,12.25,0.147368421
6681,B64-X72,13.69,0.150313152
6682,B64-X72,15.16,0.152489627
6683,B64-X72,16.67,0.1563147
6684,B64-X72,18.31,0.170124481
6685,B64-X72,19.98,0.173056995
6686,B64-X72,21.4,0.147609148
6687,B64-X72,23.15,0.18134715
6688,B64-X72,24.89,0.18125
6689,B64-X72,26.34,0.151356994
6690,B64-X72,27.93,0.164596273
6691,B64-X72,29.69,0.184679958
6692,B64-X72,31.35,0.172557173
6693,B64-X72,32.68,0.138686131
6694,B64-X72,34.06,0.142268041
6695,B64-X72,35.38,0.137071651
6696,B64-X72,35.42,0.001393728
6697,B64-X72,35.55,0.006646217
6698,B64-X72,35.56,0.00051573
6699,B64-X72,35.55,-0.000346741
6700,B64-X72,35.37,-0.006256517
6701,B64-X72,35.16,-0.007296734
6702,B64-X72,34.67,-0.017108939
6703,B64-X72,36.61,0.06750174
6704,B64-X72,36.5,-0.003795721
6705,B64-X72,36.39,-0.003800968
6706,B64-X72,36.03,-0.012508687
6707,B64-X72,35.64,-0.013626834
6708,B64-X72,36.17,0.018576937
6709,B64-X72,36.69,0.01809325
6710,B64-X72,36.47,-0.00738999
6711,B64-X72,36.25,-0.007657501
6712,B64-X72,35.83,-0.014568158
6713,B64-X72,35.42,-0.014355742
6714,B64-X72,34.94,-0.016707275
6715,B64-X72,34.45,-0.017037552
6716,B64-X72,35.55,0.038596491
6717,B64-X72,35.22,-0.011490251
6718,B64-X72,34.89,-0.011566772
6719,B64-X72,34.76,-0.004502944
6720,B64-X72,34.46,-0.010442047
6721,B64-X72,34.15,-0.01077886
6722,B64-X72,35.64,0.05213436
6723,B64-X72,35.38,-0.009065551
6724,B64-X72,35.11,-0.009307135
6725,B64-X72,37.05,0.06698895
6726,B64-X72,36.78,-0.009326425
6727,B64-X72,36.87,0.003152364
6728,B64-X72,37.18,0.010775113
6729,B64-X72,37.22,0.001396161
6730,B64-X72,36.96,-0.009021513
6731,B64-X72,36.65,-0.010915493
6732,B64-X72,36.47,-0.006269592
6733,B64-X72,36.12,-0.01227209
6734,B64-X72,35.86,-0.009024644
6735,B64-X72,35.33,-0.018358157
6736,B64-X72,35.2,-0.004524887
6737,B64-X72,35.68,0.016748081
6738,B64-X72,35.68,0
6739,B64-X72,36.34,0.022861101
6740,B64-X72,36.25,-0.003151261
6741,B64-X72,35.73,-0.018156425
6742,B64-X72,35.33,-0.013917884
6743,B64-X72,35.16,-0.005923345
6744,B64-X72,36.21,0.036623648
6745,B64-X72,36.56,0.012127512
6746,B64-X72,37.4,0.029309142
6747,B64-X72,37.79,0.013607816
6748,B64-X72,37.79,0
6749,B64-X72,37.62,-0.005923345
6750,B64-X72,37.53,-0.003156787
6751,B64-X72,38.06,0.018454039
6752,B64-X72,38.14,0.002768166
6753,B64-X72,37.68,-0.016039052
6754,B64-X72,37.22,-0.016050244
6755,B64-X72,36.96,-0.009046625
6756,B64-X72,36.56,-0.013932428
6757,B64-X72,36.78,0.007615092
6758,B64-X72,36.78,0
6759,B64-X72,36.39,-0.013593587
6760,B64-X72,35.99,-0.013884068
6761,B64-X72,35.82,-0.005941978
6762,B64-X72,35.29,-0.018421967
6763,B64-X72,34.63,-0.023255814
6764,B64-X72,34.1,-0.018460467
6765,B64-X72,33.93,-0.005902778
6766,B64-X72,35.77,0.064994702
6767,B64-X72,35.77,0
6768,B64-X72,36.21,0.015182885
6769,B64-X72,36.53,0.011138183
6770,B64-X72,36.87,0.011913104
6771,B64-X72,36.43,-0.015503876
6772,B64-X72,36.08,-0.012199373
6773,B64-X72,36.02,-0.002069679
6774,B64-X72,35.99,-0.00103377
6775,B64-X72,35.64,-0.012190874
6776,B64-X72,35.16,-0.016666667
6777,B64-X72,34.01,-0.040223854
6778,B64-X72,33.49,-0.018068103
6779,B64-X72,33.35,-0.004839267
6780,B64-X72,32.21,-0.039583333
6781,B64-X72,31.33,-0.030640669
6782,B64-X72,29.53,-0.06271777
6783,B64-X72,28.34,-0.041535777
6784,B64-X72,26.98,-0.04735376
6785,B64-X72,26.59,-0.013655462
6786,B64-X72,26.5,-0.003119584
6787,B64-X72,26.37,-0.004529617
6788,B64-X72,26.24,-0.004545455
6789,B64-X72,25.93,-0.010775113
6790,B64-X72,25.76,-0.005894591
6791,B64-X72,25.93,0.005964912
6792,B64-X72,25.97,0.001385042
6793,B64-X72,25.75,-0.007678883
6794,B64-X72,26.59,0.029319372
6795,B64-X72,26.66,0.008187135
6796,B64-X72,26.66,0
6797,B64-X73,0,
6798,B64-X73,0.18,0.006040268
6799,B64-X73,0.2,0.000690608
6800,B64-X73,0.22,0.000729129
6801,B64-X73,0.51,0.010409189
6802,B64-X73,0.79,0.009975062
6803,B64-X73,0.75,-0.001429593
6804,B64-X73,0.92,0.006106322
6805,B64-X73,1.1,0.006414825
6806,B64-X73,1.23,0.004531196
6807,B64-X73,1.36,0.004501385
6808,B64-X73,1.39,0.003083248
6809,B64-X73,1.71,0.010854817
6810,B64-X73,1.88,0.005896635
6811,B64-X73,2.02,0.004859424
6812,B64-X73,2.46,0.015214385
6813,B64-X73,3.52,0.109958506
6814,B64-X73,4.75,0.127991675
6815,B64-X73,5.98,0.13015873
6816,B64-X73,7.43,0.152792413
6817,B64-X73,8.89,0.151452282
6818,B64-X73,10.33,0.151260504
6819,B64-X73,11.92,0.166492147
6820,B64-X73,13.65,0.179089027
6821,B64-X73,15.56,0.198338525
6822,B64-X73,16.89,0.138686131
6823,B64-X73,18.61,0.180293501
6824,B64-X73,20,0.144190871
6825,B64-X73,21.61,0.169117647
6826,B64-X73,23.25,0.169772257
6827,B64-X73,24.96,0.178125
6828,B64-X73,26.41,0.150259067
6829,B64-X73,27.86,0.1531151
6830,B64-X73,29.31,0.152310924
6831,B64-X73,30.87,0.162162162
6832,B64-X73,32.44,0.165786695
6833,B64-X73,34.01,0.162694301
6834,B64-X73,35.25,0.128630705
6835,B64-X73,36.5,0.128865979
6836,B64-X73,37.75,0.12966805
6837,B64-X73,37.44,-0.010711818
6838,B64-X73,36.78,-0.022932592
6839,B64-X73,37.27,0.017120894
6840,B64-X73,37.08,-0.006659657
6841,B64-X73,36.83,-0.008698678
6842,B64-X73,36.91,0.002714625
6843,B64-X73,36.56,-0.012182388
6844,B64-X73,36.52,-0.001387444
6845,B64-X73,36.25,-0.009453782
6846,B64-X73,35.9,-0.012182388
6847,B64-X73,35.51,-0.013560501
6848,B64-X73,35.16,-0.012280702
6849,B64-X73,37.13,0.068593315
6850,B64-X73,37.05,-0.002804066
6851,B64-X73,36.96,-0.003117423
6852,B64-X73,36.91,-0.001740341
6853,B64-X73,36.62,-0.010083449
6854,B64-X73,36.34,-0.009797061
6855,B64-X73,36.5,0.005578801
6856,B64-X73,36.74,0.008273009
6857,B64-X73,36.61,-0.00448895
6858,B64-X73,36.43,-0.006217617
6859,B64-X73,37.04,0.021366025
6860,B64-X73,37.57,0.018421967
6861,B64-X73,37.4,-0.005933682
6862,B64-X73,37.67,0.009368494
6863,B64-X73,37.92,0.008802817
6864,B64-X73,38.01,0.003134796
6865,B64-X73,37.19,-0.028751753
6866,B64-X73,35.86,-0.046164526
6867,B64-X73,35.9,0.001385521
6868,B64-X73,36.2,0.010442047
6869,B64-X73,36.34,0.004884857
6870,B64-X73,35.77,-0.019185459
6871,B64-X73,36.12,0.012123311
6872,B64-X73,36.52,0.014005602
6873,B64-X73,36.74,0.007681564
6874,B64-X73,36.82,0.002783577
6875,B64-X73,36.56,-0.009059233
6876,B64-X73,36.3,-0.009068713
6877,B64-X73,36.21,-0.003118503
6878,B64-X73,35.9,-0.010816469
6879,B64-X73,36.04,0.004884857
6880,B64-X73,36.65,0.021232162
6881,B64-X73,37.27,0.021602787
6882,B64-X73,38.06,0.027709576
6883,B64-X73,38.1,0.001392758
6884,B64-X73,38.14,0.001384083
6885,B64-X73,37.31,-0.028940028
6886,B64-X73,37.31,0
6887,B64-X73,37.09,-0.007654836
6888,B64-X73,36.74,-0.012190874
6889,B64-X73,36.83,0.003115265
6890,B64-X73,36.47,-0.012456747
6891,B64-X73,35.99,-0.016730568
6892,B64-X73,35.46,-0.01839639
6893,B64-X73,36.58,0.039147151
6894,B64-X73,38.5,0.066736184
6895,B64-X73,38.94,0.015503876
6896,B64-X73,39.46,0.018112156
6897,B64-X73,39.38,-0.002777778
6898,B64-X73,38.98,-0.014129283
6899,B64-X73,39.81,0.029102384
6900,B64-X73,40.17,0.01242236
6901,B64-X73,39.24,-0.032370345
6902,B64-X73,39.07,-0.005956552
6903,B64-X73,38.45,-0.021846371
6904,B64-X73,38.1,-0.012199373
6905,B64-X73,37.44,-0.022766471
6906,B64-X73,37.53,0.003101309
6907,B64-X73,36.96,-0.01985371
6908,B64-X73,37.57,0.021180556
6909,B64-X73,38.26,0.024134313
6910,B64-X73,38.98,0.025017373
6911,B64-X73,39.32,0.012151537
6912,B64-X73,39.33,0.010526316
6913,B64-X73,40.61,0.044444444
6914,B64-X73,41.1,0.017061281
6915,B64-X73,41.57,0.016376307
6916,B64-X73,42.08,0.017801047
6917,B64-X73,42.35,0.009401114
6918,B64-X73,42.67,0.01237911
6919,B64-X73,42.67,0
8028,Z80-X1,0,
8029,Z80-X1,0.31,0.013644366
8030,Z80-X1,0.28,-0.001049685
8031,Z80-X1,0.22,-0.002064694
8032,Z80-X1,0.3,0.002875629
8033,Z80-X1,0.21,-0.003198294
8034,Z80-X1,0.25,0.001444043
8035,Z80-X1,0.3,0.001816201
8036,Z80-X1,0.28,-0.000717618
8037,Z80-X1,0.26,-0.000688705
8038,Z80-X1,0.43,0.005864091
8039,Z80-X1,0.52,0.003106662
8040,Z80-X1,0.63,0.003790489
8041,Z80-X1,0.7,0.002418798
8042,Z80-X1,0.7,0
8043,Z80-X1,0.81,0.003794412
8044,Z80-X1,0.8,-0.000344947
8045,Z80-X1,0.9,0.003450656
8046,Z80-X1,1.6,0.024154589
8047,Z80-X1,1.8,0.006906077
8048,Z80-X1,1.64,-0.005534417
8049,Z80-X1,1.58,-0.002072539
8050,Z80-X1,1.5,-0.00276434
8051,Z80-X1,1.47,-0.001037344
8052,Z80-X1,1.38,-0.003106662
8053,Z80-X1,1.27,-0.003789184
8054,Z80-X1,1.21,-0.002068252
8055,Z80-X1,1.17,-0.001380262
8056,Z80-X1,1.18,0.000344709
8057,Z80-X1,1.1,-0.002761477
8058,Z80-X1,1.1,0
8059,Z80-X1,1,-0.003460208
8060,Z80-X1,1.17,0.005874223
8061,Z80-X1,1.21,0.001381215
8062,Z80-X1,1.27,0.00206754
8063,Z80-X1,1.32,0.002586653
8064,Z80-X1,1.03,-0.012298558
8065,Z80-X1,0.97,-0.002071108
8066,Z80-X1,0.84,-0.004487401
8067,Z80-X1,0.88,0.00137931
8068,Z80-X1,0.92,0.00137836
8069,Z80-X1,0.94,0.000689417
8070,Z80-X1,0.88,-0.002066827
8071,Z80-X1,0.83,-0.001725328
8072,Z80-X1,0.97,0.004822597
8073,Z80-X1,0.88,-0.003102378
8074,Z80-X1,0.79,-0.003103448
8075,Z80-X1,0.83,0.00137741
8076,Z80-X1,0.83,0
8077,Z80-X1,0.91,0.00275672
8078,Z80-X1,1.7,0.027260179
8079,Z80-X1,1.86,0.005517241
8080,Z80-X1,3.16,0.134297521
8081,Z80-X1,4.17,0.104338843
8082,Z80-X1,5.54,0.141675284
8083,Z80-X1,6.84,0.135135135
8084,Z80-X1,7.81,0.100206612
8085,Z80-X1,9.29,0.153367876
8086,Z80-X1,10.23,0.097107438
8087,Z80-X1,11.59,0.140495868
8088,Z80-X1,12.66,0.11053719
8089,Z80-X1,12.75,0.00931677
8090,Z80-X1,13.3,0.056818182
8091,Z80-X1,13.8,0.05192108
8092,Z80-X1,14.5,0.072689512
8093,Z80-X1,15.3,0.082901554
8094,Z80-X1,16.3,0.103199174
8095,Z80-X1,17.97,0.057645841
8096,Z80-X1,17.4,-0.019695923
8097,Z80-X1,17.97,0.019648397
8098,Z80-X1,20.3,0.080372542
8099,Z80-X1,22.59,0.078992756
8100,Z80-X1,23.95,0.046945116
8101,Z80-X1,24.43,0.016551724
8102,Z80-X1,25.31,0.030397237
8103,Z80-X1,25.75,0.015198618
8104,Z80-X1,25.97,0.007599309
8105,Z80-X1,26.59,0.021327829
8106,Z80-X1,26.72,0.004481213
8107,Z80-X1,27.55,0.02862069
8108,Z80-X1,27.91,0.012405238
8109,Z80-X1,28.08,0.005864091
8110,Z80-X1,27.51,-0.019702731
8111,Z80-X1,28.3,0.027213228
8112,Z80-X1,28.74,0.01520387
8113,Z80-X1,29.22,0.016574586
8114,Z80-X1,29.88,0.022797927
8115,Z80-X1,29,-0.030323915
8116,Z80-X1,28.3,-0.024187975
8117,Z80-X1,28.87,0.019641626
8118,Z80-X1,27.6,-0.043747847
8119,Z80-X1,27.25,-0.012077295
8120,Z80-X1,26.67,-0.020020711
8121,Z80-X1,27.3,0.02173913
8122,Z80-X1,28.08,0.026933702
8123,Z80-X1,28.3,0.007586207
8124,Z80-X1,28.56,0.008959338
8125,Z80-X1,31.38,0.097375691
8126,Z80-X1,33.79,0.083189506
8127,Z80-X1,34.76,0.033459814
8128,Z80-X1,35.82,0.036589575
8129,Z80-X1,36.61,0.027241379
8130,Z80-X1,37.44,0.028600965
8131,Z80-X1,39.24,0.062262193
8132,Z80-X1,40.56,0.045548654
8133,Z80-X1,40.74,0.006213324
8134,Z80-X1,41.53,0.027250776
8135,Z80-X1,41.62,0.00310559
8136,Z80-X1,41.31,-0.010689655
8137,Z80-X1,40.96,-0.012060648
8138,Z80-X1,41.22,0.008990318
8139,Z80-X1,41.44,0.007596685
8140,Z80-X1,41.66,0.007601935
8141,Z80-X1,41.97,0.010693343
8142,Z80-X1,41.92,-0.001724138
8143,Z80-X1,43.33,0.048721493
8144,Z80-X1,44,0.023119393
8145,Z80-X1,43.73,-0.009310345
8146,Z80-X1,43.74,0.001647446
8147,Z80-X1,43.81,0.002415459
8148,Z80-X1,43.77,-0.001383126
8149,Z80-X1,44.3,0.018307427
8150,Z80-X1,44.25,-0.00172295
8151,Z80-X1,44.34,0.003099174
8152,Z80-X1,44.3,-0.001380262
8153,Z80-X1,44.34,0.001378835
8154,Z80-X1,44.69,0.01208981
8155,Z80-X1,45.35,0.022742936
8156,Z80-X1,46.14,0.027222605
8157,Z80-X1,46.98,0.02892562
8158,Z80-X1,45.66,-0.045548654
8159,Z80-X1,46.32,0.022797927
8160,Z80-X1,44.25,-0.071354705
8161,Z80-X1,42.14,-0.073035652
8162,Z80-X1,39.51,-0.090689655
8163,Z80-X1,36.87,-0.09119171
8164,Z80-X1,37.35,0.016540317
8165,Z80-X1,37.35,0
8166,Z80-X1,34.8,-0.08777969
8167,Z80-X1,34.98,0.006204757
8168,Z80-X1,34.28,-0.024146257
8169,Z80-X1,32.92,-0.046880386
8170,Z80-X1,32.83,-0.003100241
8171,Z80-X1,33,0.005860048
8172,Z80-X1,33.09,0.003104519
8173,Z80-X1,33.35,0.008962427
8174,Z80-X1,33.5,0.005168849
8175,Z80-X1,34.15,0.022452504
8176,Z80-X1,34.67,0.017924853
8177,Z80-X1,34.8,0.025341131
8178,Z80-X1,35.42,0.025952281
8179,Z80-X1,36.08,0.022735102
8180,Z80-X1,36.6,0.017931034
8181,Z80-X1,37.22,0.021364576
8182,Z80-X1,38.2,0.033910035
8183,Z80-X1,38.6,0.013793103
8184,Z80-X1,39.3,0.024096386
8185,Z80-X1,39.5,0.016038492
8186,Z80-X1,39.5,0
8494,Z80-X3,0,
8495,Z80-X3,0.15,0.006702413
8496,Z80-X3,0.2,0.001769912
8497,Z80-X3,0.18,-0.000703235
8498,Z80-X3,0.26,0.002810963
8499,Z80-X3,0.23,-0.00104712
8500,Z80-X3,0.15,-0.002817894
8501,Z80-X3,0.16,0.000346981
8502,Z80-X3,0.13,-0.001048584
8503,Z80-X3,0.37,0.00844773
8504,Z80-X3,0.62,0.008719916
8505,Z80-X3,0.65,0.001051525
8506,Z80-X3,0.66,0.000351865
8507,Z80-X3,1.67,0.035228462
8508,Z80-X3,2.08,0.014270797
8509,Z80-X3,1.7,-0.013356766
8510,Z80-X3,1.54,-0.005606167
8511,Z80-X3,1.41,-0.004555011
8512,Z80-X3,1.39,-0.000695169
8513,Z80-X3,1.37,-0.000695652
8514,Z80-X3,1.35,-0.000694444
8515,Z80-X3,1.32,-0.001571503
8516,Z80-X3,1.32,0
8517,Z80-X3,1.53,0.007467994
8518,Z80-X3,1.8,0.009540636
8519,Z80-X3,2.02,0.007716591
8520,Z80-X3,1.85,-0.005935754
8521,Z80-X3,1.67,-0.006293706
8522,Z80-X3,1.63,-0.001408451
8523,Z80-X3,1.57,-0.002112676
8524,Z80-X3,1.53,-0.001340483
8525,Z80-X3,1.49,-0.001404988
8526,Z80-X3,1.53,0.001391788
8527,Z80-X3,1.55,0.000702247
8528,Z80-X3,1.58,0.001050053
8529,Z80-X3,1.3,-0.009814231
8530,Z80-X3,1.22,-0.002793296
8531,Z80-X3,1.19,-0.001039861
8532,Z80-X3,1.13,-0.002098636
8533,Z80-X3,1.45,0.011251758
8534,Z80-X3,1.63,0.00626087
8535,Z80-X3,1.6,-0.00104639
8536,Z80-X3,1.45,-0.005213764
8537,Z80-X3,1.41,-0.001401051
8538,Z80-X3,1.44,0.00106082
8539,Z80-X3,1.6,0.005536332
8540,Z80-X3,1.58,-0.000700525
8541,Z80-X3,1.5,-0.002814919
8542,Z80-X3,1.48,-0.00069541
8543,Z80-X3,1.45,-0.001047486
8544,Z80-X3,1.45,0
8545,Z80-X3,1.43,-0.000698324
8546,Z80-X3,1.41,-0.000701508
8547,Z80-X3,1.45,0.001359619
8548,Z80-X3,1.5,0.00174216
8549,Z80-X3,1.58,0.002797203
8550,Z80-X3,1.67,0.003154574
8551,Z80-X3,1.45,-0.007646854
8552,Z80-X3,1.2,-0.008716876
8553,Z80-X3,1,-0.006927607
8554,Z80-X3,0.62,-0.013418079
8555,Z80-X3,0.66,0.001389371
8556,Z80-X3,0.7,0.001410437
8557,Z80-X3,1.42,0.025052192
8558,Z80-X3,2.26,0.086866598
8559,Z80-X3,3.3,0.107660455
8560,Z80-X3,4.1,0.085106383
8561,Z80-X3,5.1,0.105263158
8562,Z80-X3,6.1,0.10384216
8563,Z80-X3,7.2,0.115062762
8564,Z80-X3,8.25,0.110876452
8565,Z80-X3,9.3,0.109947644
8566,Z80-X3,10,0.072992701
8567,Z80-X3,11.05,0.110178384
8568,Z80-X3,12.1,0.110642782
8569,Z80-X3,13.2,0.114702815
8570,Z80-X3,14.21,0.104554865
8571,Z80-X3,15.18,0.101358412
8572,Z80-X3,16.22,0.110520723
8573,Z80-X3,16.6,0.013314646
8574,Z80-X3,16.91,0.011032028
8575,Z80-X3,17.23,0.011239902
8576,Z80-X3,17.4,0.005964912
8577,Z80-X3,17.71,0.010820244
8578,Z80-X3,18.19,0.01680084
8579,Z80-X3,18.11,-0.002790373
8580,Z80-X3,18.23,0.00420021
8581,Z80-X3,18.35,0.004197272
8582,Z80-X3,18.5,0.005285412
8583,Z80-X3,18.68,0.006351447
8584,Z80-X3,19.03,0.012199373
8585,Z80-X3,19.42,0.013679411
8586,Z80-X3,18.54,-0.030715532
8587,Z80-X3,18.19,-0.012216405
8588,Z80-X3,18.37,0.006269592
8589,Z80-X3,18.6,0.008011146
8590,Z80-X3,19.2,0.020957038
8591,Z80-X3,19.34,0.004900245
8592,Z80-X3,20,0.023174157
8593,Z80-X3,20.4,0.013951866
8594,Z80-X3,20.5,0.00349895
8595,Z80-X3,20.9,0.014030165
8596,Z80-X3,21,0.003477051
8597,Z80-X3,21.5,0.017562346
8598,Z80-X3,21.6,0.003500175
8599,Z80-X3,21.71,0.003835425
8600,Z80-X3,21.5,-0.007368421
8601,Z80-X3,20.57,-0.032620133
8602,Z80-X3,19.82,-0.026343519
8603,Z80-X3,20.43,0.021224774
8604,Z80-X3,21.9,0.051077137
8605,Z80-X3,20.5,-0.049071153
8606,Z80-X3,19.82,-0.023926812
8607,Z80-X3,19.12,-0.024356298
8608,Z80-X3,17.14,-0.069085834
8609,Z80-X3,16.1,-0.036211699
8610,Z80-X3,19,0.10076442
8611,Z80-X3,18.8,-0.006990563
8612,Z80-X3,17.84,-0.033814723
8613,Z80-X3,17.8,-0.001402033
8614,Z80-X3,16.74,-0.037011173
8615,Z80-X3,16,-0.025721237
8616,Z80-X3,15.34,-0.022940563
8617,Z80-X3,15.16,-0.006293706
8618,Z80-X3,14.9,-0.009142053
8619,Z80-X3,14.72,-0.006263048
8620,Z80-X3,13.67,-0.036803365
8621,Z80-X3,13.67,0
8622,Z80-X3,13.1,-0.019971969
8623,Z80-X3,13.4,0.010398614
8624,Z80-X3,13.01,-0.013617318
8625,Z80-X3,12.22,-0.027516545
8626,Z80-X3,11.38,-0.029411765
8627,Z80-X3,10.59,-0.027787548
8628,Z80-X3,9.62,-0.033657183
8629,Z80-X3,8.88,-0.025766017
8630,Z80-X3,8.53,-0.01218663
8631,Z80-X3,8.17,-0.012508687
8632,Z80-X3,7.63,-0.023417173
8633,Z80-X3,7.5,-0.023941068
8634,Z80-X3,6.9,-0.021134202
8635,Z80-X3,6.3,-0.021023125
8636,Z80-X3,6,-0.015898251
8637,Z80-X3,6,0
8638,Z80-X4,0,
8639,Z80-X4,0.1,0.004599816
8640,Z80-X4,0.1,0
8641,Z80-X4,0.1,0
8642,Z80-X4,0.09,-0.000361011
8643,Z80-X4,0.04,-0.001816201
8644,Z80-X4,0.11,0.002511661
8645,Z80-X4,0.13,0.000688705
8646,Z80-X4,0.15,0.000689893
8647,Z80-X4,0.16,0.000345185
8648,Z80-X4,0.18,0.00068918
8649,Z80-X4,0.19,0.000345543
8650,Z80-X4,0.2,0.000345543
8651,Z80-X4,0.22,0.000689893
8652,Z80-X4,0.15,-0.002414626
8653,Z80-X4,0.18,0.001035197
8654,Z80-X4,0.22,0.001380262
8655,Z80-X4,0.23,0.000345304
8656,Z80-X4,0.3,0.002421308
8657,Z80-X4,0.39,0.003108808
8658,Z80-X4,0.4,0.000345543
8659,Z80-X4,0.4,0
8660,Z80-X4,0.5,0.00578369
8661,Z80-X4,0.6,0.003451847
8662,Z80-X4,0.7,0.003444712
8663,Z80-X4,0.6,-0.003447087
8664,Z80-X4,0.5,-0.003450656
8665,Z80-X4,0.4,-0.003447087
8666,Z80-X4,0.36,-0.001380739
8667,Z80-X4,0.31,-0.001712915
8668,Z80-X4,0.26,-0.001676165
8669,Z80-X4,0.22,-0.00137741
8670,Z80-X4,0.13,-0.003107735
8671,Z80-X4,0.2,0.00241213
8672,Z80-X4,0.28,0.00275672
8673,Z80-X4,0.35,0.002410468
8674,Z80-X4,0.8,0.01552795
8675,Z80-X4,0.82,0.000696379
8676,Z80-X4,0.83,0.000345185
8677,Z80-X4,0.85,0.000689655
8678,Z80-X4,0.86,0.00034459
8679,Z80-X4,0.88,0.000689417
8680,Z80-X4,0.97,0.003100241
8681,Z80-X4,1.06,0.00310559
8682,Z80-X4,1.14,0.00275577
8683,Z80-X4,1.23,0.003102378
8684,Z80-X4,1.32,0.003103448
8685,Z80-X4,1.3,-0.000688705
8686,Z80-X4,1.29,-0.00034459
8687,Z80-X4,1.27,-0.00068918
8688,Z80-X4,1.25,-0.000690131
8689,Z80-X4,1.21,-0.00137931
8690,Z80-X4,1.2,-0.000344471
8691,Z80-X4,1.18,-0.00066778
8692,Z80-X4,1.17,-0.000344353
8693,Z80-X4,1.16,-0.000345185
8694,Z80-X4,1.15,-0.000345185
8695,Z80-X4,1.36,0.007248878
8696,Z80-X4,1.34,-0.000691085
8697,Z80-X4,1.32,-0.000689417
8698,Z80-X4,1.3,-0.000689893
8699,Z80-X4,1.28,-0.000689893
8700,Z80-X4,1.23,-0.001725923
8701,Z80-X4,2.96,0.059655172
8702,Z80-X4,3.54,0.059979317
8703,Z80-X4,4.12,0.060103627
8704,Z80-X4,5.02,0.093457944
8705,Z80-X4,5.92,0.093167702
8706,Z80-X4,6.82,0.093360996
8707,Z80-X4,7.65,0.086010363
8708,Z80-X4,8.48,0.086188993
8709,Z80-X4,9.32,0.086866598
8710,Z80-X4,10.31,0.102590674
8711,Z80-X4,11.3,0.102167183
8712,Z80-X4,12.3,0.102986612
8713,Z80-X4,12.72,0.043433299
8714,Z80-X4,13.14,0.043433299
8715,Z80-X4,13.56,0.043433299
8716,Z80-X4,13.98,0.043433299
8717,Z80-X4,14.02,0.00137931
8718,Z80-X4,14.28,0.008959338
8719,Z80-X4,15.12,0.028975509
8720,Z80-X4,15.36,0.008295887
8721,Z80-X4,15.6,0.00826731
8722,Z80-X4,15.84,0.00829302
8723,Z80-X4,16.08,0.008287293
8724,Z80-X4,16.32,0.008290155
8725,Z80-X4,18.2,0.064782908
8726,Z80-X4,19.34,0.039391845
8727,Z80-X4,19.85,0.017574087
